a,b
a16,b50
a1,b17
a19,b84
a20,b74
a30,b88
a48,b58
a29,b77
a2,b25
a53,b85
a36,b0
a73,b69
a91,b59
a45,b51
a97,b55
a71,b86
a94,b46
a43,b82
a53,b18
a48,b2
a87,b48
a98,b53
a37,b28
a17,b73
a28,b68
a15,b88
a6,b93
a24,b52
a81,b13
a48,b23
a97,b72
a70,b59
a54,b45
a1,b13
a82,b62
a74,b37
a39,b57
a31,b15
a51,b3
a93,b79
a24,b85
a19,b52
a54,b24
a19,b26
a98,b4
a94,b18
a70,b71
a36,b70
a87,b28
a91,b19
a12,b2
a58,b95
a38,b81
a90,b85
a45,b48
a59,b37
a16,b18
a20,b82
a72,b4
a50,b27
a5,b50
a27,b65
a63,b89
a58,b55
a72,b92
a73,b29
a89,b9
a21,b3
a68,b19
a28,b79
a17,b89
a53,b51
a95,b3
a60,b43
a28,b80
a47,b80
a28,b19
a83,b92
a45,b29
a22,b76
a59,b89
a94,b52
a25,b64
a73,b30
a52,b24
a3,b24
a98,b27
a52,b77
a81,b89
a97,b77
a20,b93
a23,b12
a71,b31
a92,b43
a3,b52
a14,b50
a48,b89
a57,b32
a12,b20
a36,b83
a91,b60
a85,b42
a54,b75
a11,b62
a55,b99
a90,b90
a15,b91
a47,b10
a83,b89
a36,b26
a47,b3
a81,b74
a63,b50
a25,b13
a42,b2
a77,b37
a42,b65
a29,b68
a74,b24
a42,b66
a83,b29
a3,b48
a64,b48
a43,b14
a76,b31
a43,b35
a42,b77
a21,b28
a26,b33
a11,b49
a37,b5
a63,b51
a15,b69
a40,b33
a58,b0
a10,b59
a35,b59
a66,b59
a46,b71
a35,b48
a64,b66
a50,b36
a67,b28
a42,b46
a36,b24
a19,b53
a36,b96
a56,b56
a25,b74
a7,b7
a67,b54
a57,b69
a18,b17
a88,b27
a23,b59
a42,b32
a57,b96
a67,b90
a80,b93
a73,b93
a50,b62
a39,b86
a62,b91
a73,b85
a96,b26
a86,b31
a29,b39
a15,b44
a94,b26
a27,b61
a11,b1
a80,b49
a38,b38
a54,b88
a55,b10
a28,b48
a48,b42
a75,b76
a16,b17
a78,b73
a96,b33
a93,b29
a49,b29
a94,b68
a38,b90
a16,b73
a32,b26
a25,b17
a81,b27
a4,b96
a81,b98
a86,b60
a66,b56
a76,b45
a27,b97
a47,b78
a89,b21
a89,b50
a82,b24
a10,b89
a69,b34
a53,b72
a55,b37
a28,b73
a32,b29
a51,b58
a1,b99
a89,b61
a78,b85
a61,b23
a6,b56
a17,b81
a64,b99
a25,b91
a65,b55
a21,b99
a77,b0
a72,b84
a34,b84
a45,b40
a4,b81
a79,b27
a61,b30
a32,b43
a80,b39
a63,b71
a14,b76
a9,b37
a71,b32
a33,b22
a69,b54
a42,b68
a61,b70
a43,b91
a33,b18
a73,b62
a36,b43
a78,b66
a16,b76
a71,b49
a24,b2
a11,b64
a37,b58
a37,b18
a10,b78
a82,b72
a8,b47
a21,b24
a95,b62
a59,b35
a83,b77
a67,b1
a59,b90
a21,b78
a88,b73
a3,b93
a53,b33
a33,b47
a29,b57
a8,b4
a85,b33
a29,b52
a33,b19
a15,b41
a96,b3
a94,b71
a75,b99
a54,b71
a41,b42
a2,b45
a64,b20
a29,b25
a66,b41
a19,b85
a97,b10
a51,b23
a40,b43
a87,b88
a56,b49
a46,b88
a78,b95
a65,b87
a11,b13
a41,b3
a6,b17
a39,b91
a44,b81
a98,b17
a32,b32
a23,b34
a89,b37
a88,b23
a80,b75
a22,b67
a48,b35
a87,b37
a40,b69
a40,b95
a95,b71
a89,b97
a25,b57
a52,b87
a39,b61
a58,b7
a18,b90
a57,b63
a13,b50
a99,b84
a65,b84
a79,b7
a18,b40
a72,b82
a84,b71
a40,b96
a56,b28
a53,b84
a2,b57
a32,b47
a13,b84
a94,b87
a72,b44
a87,b90
a43,b78
a10,b15
a35,b95
a25,b2
a37,b1
a48,b60
a31,b83
a54,b25
a92,b9
a67,b56
a52,b71
a8,b33
a6,b6
a17,b37
a28,b71
a62,b13
a6,b67
a39,b67
a8,b64
a37,b98
a48,b66
a32,b78
a38,b6
a31,b31
a12,b34
a59,b40
a33,b56
a28,b90
a63,b47
a29,b86
a75,b60
a35,b84
a7,b17
a97,b94
a89,b20
a0,b16
a11,b34
a38,b97
a27,b23
a93,b74
a81,b56
a98,b71
a6,b3
a92,b50
a11,b53
a54,b82
a50,b4
a87,b68
a48,b22
a30,b38
a57,b35
a70,b29
a90,b97
a21,b93
a86,b77
a14,b55
a99,b67
a10,b38
a91,b72
a73,b87
a42,b59
a74,b68
a36,b55
a10,b66
a64,b3
a94,b28
a2,b53
a79,b11
a64,b62
a44,b67
a70,b75
a63,b39
a82,b29
a43,b10
a78,b90
a10,b29
a77,b86
a26,b66
a33,b58
a42,b47
a69,b66
a21,b76
a60,b14
a62,b80
a36,b72
a23,b20
a77,b76
a94,b77
a57,b41
a99,b91
a45,b59
a45,b72
a51,b15
a64,b42
a37,b27
a77,b98
a0,b90
a51,b18
a4,b61
a12,b17
a88,b2
a62,b94
a9,b94
a65,b82
a87,b29
a39,b7
a23,b55
a50,b56
a48,b10
a13,b99
a44,b7
a39,b79
a10,b13
a57,b29
a25,b26
a6,b70
a47,b60
a11,b57
a53,b34
a31,b38
a65,b80
a14,b33
a7,b8
a95,b78
a75,b27
a18,b4
a1,b24
a88,b32
a10,b11
a1,b91
a35,b85
a91,b80
a60,b37
a52,b78
a86,b62
a72,b39
a22,b78
a42,b95
a16,b22
a42,b39
a46,b75
a35,b21
a39,b26
a91,b70
a26,b70
a19,b40
a60,b41
a57,b46
a33,b12
a69,b59
a80,b17
a99,b0
a9,b50
a85,b88
a60,b87
a73,b51
a2,b86
a37,b65
a5,b52
a43,b60
a20,b23
a11,b36
a63,b4
a45,b36
a19,b15
a85,b74
a87,b23
a70,b35
a90,b30
a41,b78
a49,b1
a36,b94
a58,b97
a73,b3
a34,b48
a55,b72
a89,b13
a81,b70
a20,b31
a23,b86
a82,b8
a69,b30
a38,b98
a58,b37
a5,b95
a65,b76
a8,b24
a79,b96
a57,b7
a93,b32
a25,b77
a64,b4
a9,b42
a36,b86
a64,b58
a56,b69
a19,b58
a2,b93
a20,b50
a52,b94
a21,b2
a95,b27
a57,b54
a98,b1
a32,b37
a14,b34
a47,b59
a84,b1
a92,b55
a76,b37
a15,b86
a85,b87
a99,b11
a14,b19
a62,b57
a73,b23
a69,b92
a54,b37
a39,b44
a45,b62
a12,b39
a66,b97
a89,b88
a87,b15
a29,b37
a29,b43
a59,b84
a83,b96
a6,b89
a1,b74
a13,b62
a87,b5
a44,b57
a32,b56
a70,b44
a24,b39
a65,b0
a82,b84
a46,b14
a55,b46
a89,b53
a49,b73
a56,b57
a25,b18
a68,b78
a48,b62
a27,b17
a69,b14
a87,b50
a76,b5
a4,b3
a85,b13
a54,b2
a97,b13
a8,b19
a81,b44
a73,b25
a59,b51
a47,b73
a89,b67
a28,b15
a82,b89
a41,b43
a7,b35
a83,b43
a12,b11
a12,b30
a27,b54
a34,b4
a8,b61
a47,b77
a48,b65
a46,b37
a21,b57
a38,b11
a27,b5
a4,b28
a1,b83
a73,b0
a45,b55
a94,b54
a65,b91
a94,b99
a82,b6
a58,b50
a17,b24
a6,b81
a62,b2
a4,b73
a5,b56
a47,b24
a31,b35
a38,b46
a97,b23
a23,b10
a86,b84
a29,b54
a34,b24
a95,b29
a62,b22
a57,b24
a23,b22
a38,b71
a14,b73
a23,b47
a71,b51
a15,b75
a52,b27
a41,b56
a53,b12
a70,b84
a85,b98
a79,b99
a26,b65
a51,b79
a81,b16
a34,b17
a83,b19
a96,b76
a71,b4
a60,b94
a7,b57
a30,b28
a89,b98
a11,b24
a95,b31
a23,b41
a5,b38
a91,b44
a22,b25
a28,b5
a44,b63
a66,b49
a18,b36
a11,b20
a75,b19
a88,b68
a85,b73
a39,b85
a14,b51
a36,b12
a44,b34
a86,b66
a33,b66
a87,b44
a79,b19
a32,b33
a9,b33
a82,b9
a59,b47
a96,b42
a99,b14
a88,b88
a29,b0
a16,b94
a27,b96
a85,b86
a63,b59
a89,b58
a52,b91
a69,b76
a57,b27
a7,b93
a34,b49
a36,b98
a10,b16
a79,b91
a58,b5
a52,b7
a58,b20
a55,b20
a82,b69
a57,b47
a43,b2
a69,b23
a56,b84
a45,b32
a56,b36
a88,b61
a98,b42
a4,b54
a17,b67
a27,b95
a37,b59
a42,b56
a84,b40
a21,b11
a83,b10
a25,b50
a55,b61
a35,b89
a93,b21
a48,b83
a50,b19
a50,b69
a82,b41
a47,b1
a70,b42
a73,b28
a24,b97
a81,b31
a65,b59
a80,b23
a80,b43
a88,b97
a1,b36
a85,b64
a49,b92
a56,b4
a68,b36
a48,b16
a13,b95
a34,b66
a58,b39
a24,b24
a17,b85
a75,b42
a62,b81
a60,b66
a9,b36
a83,b73
a41,b35
a9,b99
a44,b44
a79,b61
a9,b79
a37,b24
a26,b9
a92,b60
a82,b93
a56,b94
a78,b24
a57,b81
a91,b26
a52,b6
a72,b26
a64,b37
a50,b22
a42,b55
a57,b19
a8,b89
a22,b83
a23,b83
a75,b52
a97,b32
a6,b94
a72,b81
a30,b86
a37,b22
a19,b67
a54,b42
a71,b10
a45,b37
a24,b61
a18,b60
a23,b64
a30,b73
a51,b81
a67,b53
a24,b79
a21,b35
a40,b76
a96,b70
a22,b16
a43,b85
a14,b80
a97,b57
a45,b30
a17,b23
a93,b82
a34,b55
a14,b65
a7,b86
a99,b6
a4,b19
a13,b43
a74,b54
a99,b73
a97,b2
a64,b56
a18,b23
a25,b58
a17,b61
a38,b27
a4,b99
a24,b80
a54,b17
a96,b68
a42,b34
a96,b59
a23,b35
a67,b48
a22,b97
a39,b11
a52,b64
a78,b61
a3,b90
a41,b77
a25,b69
a99,b54
a26,b45
a62,b17
a91,b89
a73,b7
a61,b82
a24,b58
a32,b51
a66,b67
a91,b82
a87,b83
a18,b48
a63,b54
a24,b60
a70,b36
a41,b73
a19,b50
a69,b77
a33,b45
a38,b73
a75,b43
a92,b7
a54,b91
a94,b86
a27,b37
a47,b64
a91,b20
a59,b32
a67,b21
a46,b29
a83,b85
a2,b97
a54,b62
a53,b15
a44,b26
a14,b18
a8,b63
a65,b56
a93,b54
a10,b91
a1,b64
a62,b41
a61,b24
a92,b69
a38,b31
a89,b8
a11,b21
a28,b61
a56,b21
a37,b50
a65,b47
a28,b78
a69,b11
a59,b23
a17,b91
a12,b89
a50,b41
a15,b13
a16,b61
a92,b56
a0,b89
a34,b97
a79,b15
a11,b66
a85,b66
a82,b96
a44,b62
a35,b87
a48,b79
a92,b89
a82,b20
a90,b45
a47,b99
a64,b91
a28,b60
a94,b93
a64,b53
a87,b58
a81,b4
a16,b36
a41,b80
a82,b25
a93,b53
a83,b80
a45,b90
a85,b7
a1,b11
a9,b26
a87,b85
a8,b78
a76,b86
a71,b73
a52,b86
a90,b32
a66,b19
a64,b24
a25,b83
a81,b93
a69,b27
a82,b42
a44,b55
a12,b64
a42,b54
a65,b33
a20,b46
a95,b56
a59,b49
a73,b48
a99,b16
a74,b4
a71,b79
a54,b94
a30,b61
a52,b13
a82,b46
a71,b60
a95,b64
a2,b13
a78,b15
a0,b40
a27,b46
a49,b0
a30,b15
a87,b31
a21,b1
a29,b87
a50,b0
a71,b65
a27,b93
a78,b39
a20,b91
a28,b95
a95,b0
a92,b80
a43,b67
a27,b57
a19,b27
a89,b59
a53,b0
a3,b15
a88,b59
a62,b25
a84,b67
a80,b36
a48,b94
a73,b78
a30,b42
a49,b25
a29,b32
a11,b39
a5,b3
a84,b64
a29,b95
a6,b77
a53,b87
a21,b77
a5,b32
a67,b4
a10,b17
a35,b99
a35,b76
a3,b27
a57,b42
a44,b8
a60,b57
a37,b80
a7,b59
a79,b1
a83,b40
a83,b3
a3,b40
a94,b19
a55,b40
a86,b13
a62,b18
a45,b92
a52,b3
a0,b99
a48,b39
a9,b93
a40,b9
a26,b75
a45,b95
a71,b96
a90,b81
a59,b77
a66,b39
a58,b13
a20,b86
a5,b34
a21,b5
a48,b67
a44,b89
a30,b45
a10,b34
a62,b83
a25,b88
a69,b70
a98,b12
a61,b11
a57,b70
a44,b83
a98,b37
a58,b31
a84,b81
a50,b43
a20,b49
a38,b54
a70,b0
a51,b89
a54,b78
a40,b57
a23,b40
a79,b32
a12,b72
a16,b80
a73,b82
a17,b84
a22,b33
a94,b14
a56,b31
a90,b9
a37,b38
a10,b99
a81,b82
a90,b82
a68,b35
a86,b5
a16,b88
a84,b65
a52,b1
a38,b78
a87,b14
a26,b36
a23,b56
a0,b51
a14,b9
a9,b86
a41,b67
a34,b90
a40,b1
a16,b91
a50,b52
a11,b22
a48,b87
a73,b99
a30,b98
a37,b40
a61,b51
a83,b20
a70,b49
a99,b63
a74,b28
a79,b79
a47,b22
a78,b80
a88,b9
a17,b12
a79,b39
a78,b35
a92,b15
a43,b8
a90,b61
a8,b40
a96,b74
a1,b59
a0,b39
a16,b85
a7,b51
a25,b71
a79,b70
a69,b98
a64,b9
a11,b84
a15,b11
a84,b4
a31,b54
a51,b99
a52,b26
a46,b11
a22,b17
a72,b48
a58,b38
a39,b59
a33,b77
a46,b2
a7,b60
a39,b53
a76,b61
a6,b68
a35,b23
a79,b97
a98,b2
a94,b44
a84,b31
a85,b99
a95,b19
a35,b11
a60,b21
a32,b60
a35,b35
a39,b36
a79,b37
a91,b30
a40,b48
a68,b50
a68,b29
a64,b65
a57,b49
a50,b99
a9,b43
a53,b45
a16,b90
a23,b97
a48,b30
a79,b87
a15,b30
a2,b42
a45,b22
a89,b7
a11,b14
a31,b55
a38,b79
a98,b92
a51,b73
a19,b77
a82,b70
a93,b28
a24,b64
a62,b19
a68,b9
a68,b95
a82,b74
a0,b25
a43,b96
a35,b19
a80,b5
a79,b54
a92,b27
a48,b84
a67,b30
a81,b51
a44,b51
a78,b8
a91,b50
a19,b80
a41,b70
a22,b1
a44,b45
a73,b71
a64,b96
a1,b71
a44,b17
a83,b63
a81,b75
a80,b73
a36,b19
a86,b15
a4,b15
a55,b8
a91,b12
a80,b68
a23,b80
a7,b78
a61,b19
a31,b44
a90,b40
a33,b53
a2,b69
a86,b75
a66,b91
a71,b0
a92,b71
a15,b23
a58,b94
a39,b49
a86,b36
a31,b87
a0,b58
a91,b47
a95,b92
a91,b52
a94,b12
a33,b64
a33,b72
a3,b76
a42,b50
a17,b62
a83,b25
a32,b86
a78,b6
a85,b52
a79,b86
a50,b58
a79,b72
a6,b99
a28,b28
a59,b80
a55,b24
a20,b7
a5,b8
a19,b56
a34,b68
a34,b96
a32,b38
a29,b35
a84,b70
a86,b54
a58,b88
a24,b16
a45,b81
a87,b20
a60,b8
a6,b28
a93,b73
a9,b98
a43,b20
a73,b77
a1,b84
a21,b55
a48,b33
a23,b36
a46,b58
a91,b10
a41,b5
a49,b10
a10,b57
a33,b4
a38,b13
a67,b2
a79,b42
a69,b29
a86,b38
a59,b71
a37,b46
a81,b40
a59,b8
a47,b82
a84,b24
a57,b30
a59,b33
a54,b87
a63,b79
a65,b77
a0,b41
a37,b39
a32,b11
a51,b55
a1,b9
a52,b37
a39,b3
a84,b87
a65,b86
a61,b89
a65,b52
a75,b2
a54,b5
a74,b96
a26,b87
a70,b17
a60,b23
a0,b9
a72,b6
a73,b22
a12,b29
a94,b95
a1,b41
a95,b89
a60,b11
a46,b40
a86,b40
a63,b94
a57,b75
a12,b97
a81,b26
a91,b21
a29,b41
a12,b13
a39,b66
a87,b95
a71,b35
a17,b10
a47,b11
a60,b78
a11,b42
a90,b51
a39,b73
a55,b7
a39,b51
a77,b25
a83,b76
a74,b57
a21,b6
a59,b12
a48,b99
a13,b66
a26,b3
a87,b34
a95,b35
a31,b32
a14,b25
a18,b74
a55,b45
a96,b81
a71,b55
a64,b40
a69,b82
a39,b4
a0,b86
a65,b57
a57,b97
a78,b51
a86,b11
a26,b61
a24,b15
a89,b17
a65,b41
a96,b10
a43,b18
a65,b21
a80,b47
a76,b46
a84,b58
a39,b90
a34,b1
a89,b2
a68,b20
a82,b64
a46,b82
a5,b5
a93,b98
a30,b95
a82,b44
a57,b77
a41,b40
a14,b36
a7,b50
a63,b67
a18,b82
a99,b50
a98,b72
a99,b23
a63,b83
a35,b30
a99,b38
a28,b88
a78,b62
a4,b31
a46,b33
a40,b68
a27,b18
a2,b5
a27,b29
a43,b41
a14,b82
a70,b18
a66,b5
a97,b82
a42,b71
a1,b40
a68,b66
a94,b70
a85,b54
a61,b87
a23,b71
a21,b30
a99,b61
a40,b31
a97,b7
a9,b40
a56,b78
a41,b69
a73,b73
a6,b69
a92,b12
a86,b85
a42,b99
a64,b38
a65,b62
a6,b5
a40,b52
a24,b8
a61,b79
a44,b11
a39,b37
a84,b8
a76,b96
a53,b59
a52,b85
a75,b39
a55,b70
a85,b79
a81,b57
a0,b49
a1,b20
a81,b29
a72,b57
a58,b3
a17,b82
a99,b42
a70,b12
a79,b33
a21,b34
a14,b60
a65,b10
a26,b93
a46,b26
a68,b0
a71,b40
a22,b84
a83,b9
a60,b24
a81,b36
a33,b86
a53,b64
a99,b72
a45,b26
a35,b5
a2,b35
a46,b93
a12,b88
a78,b1
a64,b50
a90,b69
a83,b53
a18,b16
a36,b47
a46,b23
a13,b89
a47,b43
a93,b13
a11,b11
a66,b30
a40,b0
a83,b26
a44,b56
a67,b50
a40,b51
a60,b3
a49,b50
a53,b19
a46,b68
a7,b6
a89,b38
a88,b36
a98,b94
a38,b23
a22,b85
a95,b63
a59,b74
a2,b63
a34,b44
a15,b15
a66,b9
a56,b8
a46,b34
a81,b92
a75,b44
a5,b71
a97,b34
a92,b59
a23,b69
a76,b8
a76,b29
a83,b49
a47,b49
a31,b2
a65,b65
a69,b1
a77,b53
a45,b73
a72,b41
a75,b86
a85,b38
a7,b12
a45,b86
a32,b93
a59,b24
a56,b3
a51,b83
a43,b75
a14,b21
a88,b94
a38,b15
a41,b66
a96,b86
a60,b97
a47,b96
a64,b29
a28,b31
a81,b84
a53,b47
a53,b95
a93,b2
a71,b61
a44,b9
a95,b88
a12,b78
a80,b55
a33,b76
a13,b39
a93,b38
a98,b5
a4,b10
a33,b99
a30,b31
a6,b42
a44,b5
a73,b26
a11,b6
a36,b91
a90,b73
a61,b37
a50,b61
a2,b6
a31,b49
a93,b91
a62,b95
a27,b58
a14,b2
a9,b24
a5,b62
a84,b84
a25,b67
a19,b49
a90,b10
a68,b42
a82,b57
a75,b4
a70,b5
a10,b41
a28,b92
a90,b8
a58,b51
a77,b1
a97,b84
a28,b41
a42,b1
a13,b11
a79,b31
a0,b0
a62,b11
a55,b41
a31,b12
a87,b13
a4,b17
a4,b50
a43,b53
a25,b42
a49,b71
a91,b69
a35,b44
a14,b6
a65,b72
a24,b81
a55,b19
a95,b48
a8,b32
a27,b30
a43,b77
a30,b54
a76,b36
a29,b73
a83,b81
a3,b50
a0,b74
a18,b25
a14,b92
a67,b98
a34,b16
a2,b24
a88,b46
a78,b40
a57,b43
a72,b19
a44,b85
a14,b52
a75,b84
a68,b75
a87,b24
a80,b87
a52,b35
a32,b3
a11,b73
a30,b91
a77,b87
a30,b3
a67,b64
a71,b11
a46,b63
a19,b6
a67,b74
a3,b2
a72,b74
a5,b88
a70,b94
a24,b22
a38,b99
a7,b31
a94,b57
a22,b47
a43,b83
a25,b32
a35,b62
a60,b69
a62,b64
a74,b11
a63,b10
a56,b9
a52,b39
a72,b90
a54,b7
a95,b74
a39,b50
a23,b89
a43,b64
a87,b4
a88,b3
a66,b82
a70,b19
a3,b72
a13,b30
a67,b61
a65,b83
a94,b17
a89,b83
a5,b87
a23,b49
a17,b27
a29,b20
a85,b93
a84,b46
a74,b80
a40,b67
a66,b33
a38,b92
a51,b49
a31,b92
a42,b85
a18,b41
a49,b81
a88,b26
a25,b78
a8,b69
a84,b75
a17,b11
a15,b40
a75,b75
a60,b25
a94,b84
a35,b98
a42,b83
a1,b32
a71,b5
a33,b60
a95,b42
a23,b38
a40,b41
a63,b29
a18,b64
a57,b17
a58,b83
a66,b65
a26,b42
a89,b31
a68,b90
a18,b19
a1,b5
a43,b89
a60,b75
a81,b53
a41,b89
a17,b78
a82,b75
a31,b28
a25,b31
a51,b91
a36,b50
a18,b84
a57,b82
a62,b82
a30,b48
a45,b68
a81,b24
a99,b68
a55,b68
a88,b48
a47,b63
a29,b94
a20,b44
a31,b42
a97,b41
a82,b82
a3,b44
a9,b41
a69,b15
a22,b41
a96,b32
a82,b65
a2,b68
a54,b55
a6,b71
a87,b56
a62,b16
a29,b92
a2,b38
a97,b91
a12,b47
a58,b1
a21,b86
a36,b37
a32,b22
a75,b80
a55,b82
a90,b3
a80,b56
a21,b32
a50,b83
a58,b70
a72,b24
a91,b62
a40,b53
a95,b32
a72,b7
a19,b87
a9,b83
a13,b46
a42,b48
a11,b75
a89,b16
a78,b67
a0,b4
a69,b85
a43,b7
a91,b23
a90,b33
a80,b98
a77,b44
a50,b17
a2,b80
a21,b73
a67,b29
a66,b84
a2,b18
a2,b61
a33,b50
a32,b34
a4,b1
a55,b51
a55,b95
a62,b52
a57,b3
a41,b52
a56,b54
a39,b20
a25,b40
a16,b1
a20,b80
a55,b34
a56,b42
a28,b18
a81,b41
a23,b87
a69,b80
a71,b13
a80,b53
a34,b58
a63,b69
a68,b43
a77,b35
a78,b32
a76,b67
a4,b43
a8,b91
a6,b26
a28,b29
a5,b44
a44,b1
a70,b28
a63,b77
a41,b98
a74,b66
a80,b16
a29,b79
a21,b89
a55,b56
a12,b1
a45,b49
a91,b96
a44,b53
a46,b22
a63,b56
a8,b46
a75,b36
a33,b21
a72,b69
a85,b20
a69,b26
a4,b58
a6,b52
a40,b11
a75,b23
a69,b97
a77,b83
a14,b35
a78,b89
a3,b3
a48,b5
a8,b62
a22,b88
a53,b25
a49,b82
a99,b56
a95,b91
a9,b66
a70,b89
a54,b64
a61,b84
a3,b36
a25,b14
a2,b49
a50,b9
a87,b72
a37,b48
a86,b1
a56,b61
a51,b51
a73,b47
a24,b54
a24,b10
a18,b58
a29,b69
a24,b45
a84,b14
a54,b0
a74,b95
a7,b88
a2,b95
a21,b79
a38,b80
a20,b76
a58,b65
a25,b29
a81,b73
a50,b97
a3,b94
a2,b84
a81,b5
a71,b46
a24,b89
a2,b66
a85,b76
a50,b75
a91,b64
a37,b19
a56,b38
a72,b9
a58,b35
a6,b21
a93,b11
a12,b12
a24,b30
a87,b42
a84,b69
a54,b98
a97,b33
a80,b71
a57,b93
a1,b4
a14,b93
a12,b14
a25,b98
a8,b97
a5,b77
a21,b68
a4,b94
a69,b83
a62,b21
a60,b77
a30,b49
a86,b29
a11,b92
a19,b13
a87,b75
a24,b99
a24,b95
a54,b43
a20,b6
a16,b4
a72,b28
a50,b21
a91,b63
a82,b11
a56,b35
a2,b1
a7,b15
a74,b18
a63,b5
a36,b7
a67,b16
a66,b46
a77,b17
a50,b59
a47,b87
a83,b75
a53,b86
a55,b50
a23,b48
a25,b60
a54,b84
a24,b65
a34,b93
a84,b33
a98,b83
a49,b99
a88,b85
a41,b58
a93,b42
a46,b78
a51,b93
a66,b32
a99,b34
a70,b83
a53,b24
a5,b15
a93,b50
a48,b68
a8,b53
a17,b55
a65,b88
a39,b28
a73,b19
a10,b20
a76,b44
a96,b60
a68,b18
a36,b32
a20,b65
a57,b4
a27,b38
a52,b8
a64,b16
a10,b63
a62,b50
a13,b5
a95,b51
a88,b74
a72,b76
a96,b52
a89,b87
a15,b35
a26,b58
a55,b47
a75,b64
a9,b85
a84,b44
a62,b70
a33,b1
a10,b36
a98,b28
a24,b38
a1,b31
a8,b79
a86,b69
a9,b91
a15,b74
a51,b87
a9,b76
a63,b31
a17,b15
a79,b58
a25,b82
a91,b54
a18,b92
a98,b24
a75,b15
a24,b55
a81,b66
a14,b8
a48,b77
a73,b45
a49,b31
a4,b69
a23,b90
a51,b1
a91,b38
a66,b17
a63,b40
a39,b41
a33,b7
a61,b75
a51,b13
a31,b88
a47,b23
a58,b29
a88,b0
a92,b35
a3,b74
a88,b96
a96,b48
a72,b77
a79,b43
a68,b68
a71,b80
a89,b43
a2,b94
a1,b90
a37,b7
a94,b82
a90,b87
a35,b65
a14,b29
a60,b35
a28,b38
a69,b46
a28,b45
a25,b93
a64,b76
a9,b73
a86,b94
a15,b50
a61,b66
a78,b55
a35,b32
a45,b66
a95,b25
a32,b97
a20,b33
a25,b39
a33,b95
a4,b30
a33,b23
a54,b12
a70,b50
a69,b20
a31,b66
a8,b10
a82,b31
a53,b37
a73,b81
a64,b36
a29,b60
a95,b34
a29,b96
a61,b90
a16,b54
a25,b97
a51,b8
a12,b71
a67,b70
a60,b81
a27,b63
a54,b28
a1,b30
a58,b80
a52,b60
a75,b71
a24,b71
a48,b73
a63,b70
a0,b85
a35,b40
a94,b78
a82,b55
a54,b38
a92,b74
a84,b59
a38,b36
a66,b31
a6,b7
a67,b46
a13,b98
a27,b20
a51,b65
a61,b34
a1,b46
a21,b97
a79,b44
a68,b21
a83,b42
a82,b28
a99,b70
a16,b47
a43,b6
a39,b48
a80,b79
a4,b39
a82,b59
a85,b95
a12,b52
a10,b82
a36,b78
a55,b59
a76,b72
a29,b27
a46,b91
a32,b28
a24,b33
a86,b49
a88,b43
a49,b86
a28,b43
a72,b8
a6,b8
a33,b65
a1,b68
a41,b45
a38,b52
a4,b22
a83,b66
a70,b38
a70,b61
a66,b10
a86,b87
a84,b13
a51,b16
a18,b53
a34,b20
a97,b27
a8,b68
a81,b1
a16,b26
a35,b33
a86,b51
a34,b91
a70,b26
a64,b28
a93,b57
a37,b92
a58,b45
a89,b42
a43,b87
a93,b4
a8,b87
a5,b35
a80,b84
a79,b17
a62,b73
a35,b16
a68,b99
a16,b39
a39,b9
a10,b37
a13,b87
a79,b9
a27,b86
a49,b72
a31,b74
a76,b76
a30,b34
a4,b38
a68,b62
a16,b77
a49,b6
a23,b44
a96,b53
a29,b99
a11,b51
a70,b39
a48,b4
a0,b55
a28,b10
a36,b71
a20,b2
a64,b57
a35,b31
a44,b24
a85,b32
a2,b12
a44,b77
a12,b84
a52,b75
a47,b33
a10,b42
a5,b40
a73,b43
a61,b81
a63,b87
a5,b85
a38,b8
a12,b85
a8,b22
a8,b9
a0,b57
a90,b22
a67,b83
a99,b62
a87,b52
a60,b91
a7,b67
a41,b41
a44,b41
a8,b95
a12,b76
a1,b85
a59,b59
a13,b93
a13,b7
a32,b69
a20,b28
a62,b56
a38,b45
a14,b0
a17,b47
a61,b94
a67,b92
a22,b55
a97,b54
a53,b83
a3,b47
a94,b21
a31,b17
a40,b93
a6,b98
a9,b7
a98,b23
a16,b98
a29,b53
a1,b27
a88,b87
a55,b84
a81,b46
a7,b73
a11,b72
a50,b73
a76,b4
a58,b12
a56,b85
a60,b90
a3,b62
a89,b22
a12,b6
a17,b65
a4,b93
a96,b7
a61,b39
a71,b29
a38,b63
a99,b4
a42,b52
a13,b12
a20,b52
a4,b27
a51,b64
a92,b39
a91,b7
a38,b4
a13,b61
a55,b92
a64,b55
a93,b90
a63,b30
a93,b23
a33,b26
a23,b32
a55,b16
a22,b82
a18,b97
a45,b87
a3,b14
a94,b75
a89,b29
a10,b93
a63,b22
a86,b28
a59,b55
a8,b6
a88,b90
a82,b32
a96,b64
a88,b82
a45,b9
a46,b13
a68,b39
a61,b54
a40,b55
a38,b9
a8,b2
a27,b19
a9,b8
a86,b24
a9,b72
a28,b93
a23,b50
a8,b14
a66,b44
a81,b7
a5,b13
a31,b13
a83,b99
a92,b6
a99,b13
a58,b85
a30,b26
a18,b55
a69,b48
a2,b76
a10,b85
a30,b11
a30,b2
a73,b8
a52,b15
a0,b35
a38,b41
a7,b77
a14,b17
a64,b54
a48,b13
a64,b12
a0,b8
a21,b0
a26,b90
