c,d
c74,d19
c82,d48
c39,d89
c80,d69
c9,d59
c25,d3
c26,d18
c19,d2
c51,d48
c21,d12
c70,d67
c86,d17
c72,d88
c79,d55
c93,d82
c44,d5
c40,d20
c75,d12
c20,d15
c60,d15
c18,d61
c97,d18
c4,d98
c11,d64
c72,d85
c60,d75
c82,d29
c43,d82
c63,d30
c87,d91
c98,d53
c88,d55
c13,d80
c12,d45
c80,d6
c87,d13
c70,d82
c88,d81
c46,d26
c11,d79
c66,d78
c19,d32
c66,d55
c62,d11
c56,d55
c50,d9
c2,d1
c77,d25
c41,d95
c41,d22
c35,d37
c94,d98
c13,d94
c94,d86
c8,d91
c60,d85
c95,d3
c22,d54
c63,d10
c53,d74
c97,d39
c94,d92
c7,d37
c58,d96
c77,d66
c71,d85
c78,d27
c64,d20
c55,d22
c44,d90
c55,d69
c12,d40
c56,d15
c67,d32
c22,d44
c10,d21
c67,d40
c85,d67
c28,d48
c71,d61
c99,d9
c19,d72
c18,d20
c49,d51
c91,d81
c75,d55
c65,d21
c12,d7
c62,d57
c24,d32
c39,d40
c69,d0
c90,d14
c39,d43
c98,d56
c69,d87
c31,d91
c8,d36
c23,d36
c33,d17
c70,d54
c70,d4
c95,d14
c60,d67
c57,d84
c95,d13
c60,d72
c56,d89
c34,d97
c51,d0
c48,d56
c21,d5
c84,d51
c30,d59
c71,d80
c48,d1
c39,d22
c40,d3
c36,d55
c60,d49
c94,d99
c99,d7
c72,d69
c63,d57
c77,d97
c98,d20
c91,d67
c63,d14
c97,d68
c76,d17
c85,d71
c45,d82
c83,d89
c87,d80
c38,d88
c22,d33
c73,d11
c29,d84
c5,d46
c38,d12
c52,d34
c27,d18
c98,d32
c40,d50
c54,d73
c36,d27
c44,d4
c4,d84
c96,d48
c46,d85
c98,d43
c96,d46
c98,d45
c13,d88
c93,d36
c66,d37
c41,d13
c95,d71
c63,d76
c65,d55
c24,d40
c89,d87
c59,d36
c82,d88
c54,d87
c2,d48
c68,d80
c76,d32
c0,d53
c69,d86
c68,d85
c41,d63
c68,d75
c0,d63
c12,d16
c4,d20
c69,d58
c10,d83
c94,d41
c65,d81
c60,d10
c57,d44
c40,d41
c30,d91
c12,d61
c8,d62
c76,d98
c0,d37
c38,d63
c17,d81
c92,d12
c40,d80
c23,d16
c75,d34
c68,d79
c91,d89
c79,d76
c4,d59
c4,d67
c6,d71
c24,d20
c76,d25
c63,d12
c58,d50
c40,d77
c91,d20
c48,d24
c1,d69
c58,d55
c77,d3
c27,d97
c66,d40
c85,d13
c6,d21
c15,d82
c97,d20
c59,d95
c59,d31
c75,d31
c41,d21
c22,d61
c94,d38
c30,d90
c8,d12
c17,d14
c81,d72
c39,d58
c88,d24
c27,d55
c70,d10
c36,d97
c77,d16
c29,d8
c5,d19
c13,d77
c52,d18
c99,d64
c1,d78
c15,d22
c72,d80
c57,d66
c89,d81
c45,d84
c74,d18
c44,d12
c65,d92
c10,d97
c64,d18
c20,d56
c66,d1
c19,d24
c2,d4
c60,d14
c26,d26
c46,d10
c28,d93
c27,d4
c88,d88
c25,d85
c93,d29
c11,d52
c26,d99
c35,d71
c35,d21
c66,d28
c86,d28
c83,d73
c67,d67
c69,d12
c81,d58
c2,d66
c63,d35
c44,d81
c87,d30
c36,d76
c31,d90
c43,d38
c1,d8
c50,d55
c20,d1
c15,d32
c4,d4
c57,d74
c44,d70
c32,d10
c11,d40
c96,d31
c72,d41
c42,d85
c56,d18
c45,d93
c53,d40
c20,d10
c73,d82
c81,d79
c92,d57
c40,d87
c6,d10
c13,d48
c34,d14
c95,d93
c76,d27
c87,d54
c36,d95
c57,d62
c12,d76
c45,d50
c39,d79
c30,d8
c17,d79
c22,d91
c82,d41
c71,d79
c63,d43
c56,d67
c15,d59
c85,d99
c47,d47
c46,d83
c78,d81
c1,d50
c64,d56
c36,d0
c54,d71
c6,d15
c13,d40
c19,d0
c33,d99
c10,d47
c25,d64
c60,d0
c1,d71
c15,d6
c5,d29
c39,d57
c95,d57
c24,d44
c83,d68
c18,d17
c32,d95
c38,d23
c24,d72
c64,d2
c94,d82
c85,d82
c63,d93
c10,d23
c47,d56
c1,d38
c55,d57
c23,d10
c2,d31
c78,d8
c34,d9
c19,d67
c90,d74
c35,d44
c48,d9
c96,d63
c40,d53
c29,d10
c16,d37
c64,d30
c5,d40
c35,d69
c46,d41
c65,d10
c62,d70
c37,d7
c2,d43
c38,d72
c31,d1
c91,d56
c99,d69
c79,d60
c96,d10
c32,d30
c56,d62
c22,d81
c34,d69
c16,d84
c33,d52
c68,d16
c76,d55
c34,d16
c51,d88
c1,d46
c52,d52
c39,d41
c51,d92
c18,d78
c52,d41
c91,d13
c37,d31
c18,d22
c6,d38
c31,d25
c77,d64
c50,d26
c77,d72
c76,d93
c76,d45
c31,d34
c26,d34
c85,d81
c66,d83
c19,d6
c14,d96
c40,d2
c83,d57
c40,d65
c87,d36
c20,d94
c83,d5
c25,d86
c0,d91
c23,d1
c79,d12
c59,d88
c67,d44
c58,d9
c62,d15
c95,d52
c38,d83
c76,d70
c68,d13
c47,d74
c52,d27
c69,d88
c52,d75
c28,d54
c13,d50
c48,d58
c91,d90
c4,d76
c30,d80
c80,d51
c98,d68
c34,d34
c39,d65
c85,d68
c25,d13
c4,d17
c20,d45
c63,d17
c39,d37
c91,d82
c91,d18
c23,d19
c80,d62
c46,d39
c18,d41
c80,d52
c78,d93
c29,d61
c62,d83
c98,d51
c22,d35
c30,d43
c1,d11
c74,d49
c74,d23
c74,d22
c27,d7
c26,d19
c96,d55
c84,d47
c93,d37
c15,d86
c86,d32
c87,d99
c86,d44
c54,d62
c75,d74
c86,d41
c74,d74
c16,d9
c88,d67
c60,d82
c0,d17
c30,d32
c17,d96
c82,d1
c85,d76
c14,d89
c47,d65
c39,d31
c69,d16
c61,d51
c47,d3
c49,d95
c19,d85
c67,d78
c59,d91
c18,d85
c4,d45
c88,d94
c95,d50
c26,d12
c65,d86
c31,d92
c68,d83
c62,d17
c31,d96
c96,d85
c26,d78
c5,d6
c73,d68
c59,d87
c95,d84
c7,d90
c12,d18
c7,d83
c60,d17
c1,d84
c11,d3
c56,d47
c3,d53
c33,d31
c85,d90
c63,d46
c0,d2
c47,d89
c92,d49
c12,d65
c74,d57
c75,d13
c84,d5
c30,d78
c7,d78
c57,d26
c96,d61
c10,d68
c72,d6
c70,d9
c56,d13
c97,d15
c96,d35
c3,d6
c86,d4
c45,d74
c70,d87
c0,d61
c56,d2
c55,d19
c40,d98
c88,d98
c68,d94
c74,d83
c94,d65
c61,d13
c65,d12
c66,d94
c34,d41
c54,d18
c85,d64
c64,d35
c61,d32
c98,d82
c36,d31
c78,d37
c23,d28
c91,d75
c45,d69
c85,d37
c3,d87
c37,d88
c76,d67
c65,d73
c42,d30
c73,d63
c43,d4
c75,d73
c37,d81
c32,d72
c28,d21
c77,d4
c21,d97
c83,d43
c65,d82
c82,d27
c53,d60
c45,d32
c44,d20
c97,d72
c18,d36
c48,d4
c9,d6
c61,d65
c51,d47
c94,d4
c4,d19
c66,d49
c13,d3
c35,d28
c80,d33
c93,d27
c87,d70
c39,d26
c51,d87
c36,d79
c76,d85
c53,d34
c31,d77
c22,d4
c34,d70
c91,d94
c27,d42
c36,d77
c21,d26
c8,d22
c83,d18
c44,d98
c23,d45
c47,d28
c44,d92
c85,d73
c12,d2
c86,d51
c46,d90
c66,d35
c51,d64
c72,d54
c45,d98
c11,d32
c6,d52
c15,d7
c22,d9
c66,d73
c74,d76
c74,d38
c28,d68
c91,d43
c1,d29
c97,d57
c59,d70
c73,d49
c25,d89
c69,d39
c95,d11
c92,d82
c21,d36
c92,d33
c6,d77
c55,d49
c64,d87
c1,d65
c87,d97
c20,d66
c14,d59
c9,d88
c35,d61
c23,d3
c55,d90
c1,d70
c68,d43
c69,d18
c11,d86
c54,d54
c74,d41
c47,d69
c77,d93
c28,d69
c31,d35
c62,d36
c29,d21
c41,d72
c25,d55
c59,d52
c96,d83
c13,d4
c48,d60
c39,d98
c52,d60
c93,d72
c12,d36
c33,d82
c68,d40
c78,d19
c13,d66
c18,d4
c15,d53
c24,d1
c87,d40
c15,d61
c41,d83
c84,d4
c12,d37
c80,d64
c69,d28
c0,d82
c88,d80
c48,d57
c14,d73
c39,d9
c70,d25
c41,d98
c8,d73
c87,d22
c46,d38
c91,d86
c84,d10
c22,d23
c74,d8
c81,d89
c13,d43
c5,d27
c74,d98
c84,d64
c77,d7
c87,d2
c13,d72
c48,d44
c67,d42
c80,d99
c9,d86
c69,d33
c83,d30
c97,d90
c86,d54
c95,d32
c4,d41
c46,d71
c40,d13
c9,d65
c32,d25
c30,d24
c38,d26
c68,d36
c74,d52
c35,d62
c88,d75
c34,d75
c83,d29
c45,d28
c81,d88
c10,d31
c17,d97
c45,d59
c4,d53
c82,d33
c86,d61
c21,d43
c11,d58
c23,d26
c24,d56
c85,d35
c97,d30
c54,d10
c10,d74
c7,d16
c97,d21
c95,d40
c72,d67
c15,d9
c80,d96
c95,d62
c56,d30
c27,d94
c10,d26
c80,d15
c41,d19
c41,d20
c37,d79
c78,d22
c5,d34
c15,d31
c83,d42
c60,d34
c72,d17
c36,d29
c38,d17
c49,d77
c52,d73
c67,d9
c98,d38
c77,d78
c44,d19
c66,d79
c8,d90
c17,d76
c0,d75
c33,d37
c31,d68
c74,d51
c74,d6
c78,d65
c25,d2
c90,d37
c8,d23
c21,d8
c66,d91
c23,d44
c41,d40
c7,d4
c93,d75
c82,d73
c46,d92
c40,d72
c43,d66
c54,d27
c73,d37
c50,d81
c88,d89
c38,d99
c6,d16
c71,d44
c12,d73
c61,d18
c4,d16
c96,d86
c13,d58
c34,d7
c67,d0
c66,d84
c32,d54
c46,d46
c71,d31
c36,d59
c89,d54
c5,d35
c52,d2
c19,d90
c29,d58
c53,d29
c29,d34
c24,d70
c23,d56
c34,d78
c45,d34
c89,d10
c89,d95
c53,d9
c24,d74
c47,d15
c37,d91
c18,d56
c34,d1
c9,d78
c47,d48
c67,d83
c97,d87
c16,d98
c17,d37
c39,d44
c76,d21
c84,d81
c43,d81
c23,d6
c86,d64
c58,d17
c83,d9
c3,d69
c98,d10
c56,d92
c15,d70
c46,d62
c45,d83
c83,d15
c50,d90
c38,d51
c84,d96
c58,d34
c19,d76
c10,d2
c27,d98
c3,d4
c99,d67
c86,d99
c34,d72
c72,d51
c41,d31
c50,d23
c64,d25
c99,d23
c89,d97
c42,d65
c10,d46
c48,d89
c27,d26
c40,d40
c45,d29
c82,d13
c33,d93
c23,d92
c59,d25
c43,d52
c14,d19
c7,d70
c32,d55
c27,d24
c61,d92
c72,d49
c38,d81
c64,d0
c51,d81
c58,d56
c28,d98
c14,d91
c70,d76
c8,d52
c49,d21
c19,d16
c77,d18
c63,d60
c21,d20
c82,d28
c73,d39
c42,d98
c27,d69
c24,d98
c65,d42
c21,d41
c38,d34
c63,d61
c63,d75
c14,d2
c87,d57
c87,d60
c16,d32
c63,d66
c47,d35
c72,d61
c34,d77
c52,d13
c15,d28
c85,d84
c48,d39
c10,d28
c62,d26
c17,d49
c42,d47
c2,d2
c77,d84
c33,d27
c85,d86
c80,d98
c64,d81
c85,d25
c54,d58
c94,d84
c93,d46
c76,d87
c78,d1
c61,d83
c99,d50
c45,d5
c45,d75
c21,d23
c2,d73
c36,d41
c42,d7
c93,d93
c15,d27
c32,d40
c87,d69
c52,d94
c87,d68
c86,d94
c49,d43
c51,d73
c79,d6
c68,d24
c25,d87
c91,d68
c35,d74
c1,d64
c49,d88
c79,d13
c38,d97
c26,d38
c57,d96
c90,d5
c40,d84
c3,d1
c0,d99
c28,d81
c51,d86
c82,d89
c17,d44
c83,d78
c51,d1
c16,d67
c1,d96
c90,d4
c6,d29
c32,d58
c18,d66
c26,d66
c65,d62
c61,d30
c22,d50
c66,d14
c43,d63
c11,d14
c26,d60
c70,d7
c42,d44
c15,d84
c44,d91
c39,d81
c67,d7
c39,d99
c57,d98
c91,d7
c55,d67
c78,d31
c46,d16
c37,d80
c90,d95
c91,d39
c98,d61
c33,d9
c23,d82
c9,d41
c37,d90
c20,d21
c63,d20
c14,d21
c98,d92
c35,d43
c61,d93
c53,d20
c45,d23
c69,d14
c20,d60
c35,d53
c23,d7
c63,d59
c30,d9
c38,d14
c51,d68
c39,d91
c4,d96
c55,d84
c70,d18
c50,d68
c41,d47
c21,d69
c90,d2
c84,d12
c16,d54
c69,d64
c47,d8
c75,d14
c72,d95
c98,d9
c67,d75
c36,d45
c34,d93
c59,d9
c3,d44
c42,d5
c62,d59
c32,d91
c83,d20
c91,d19
c49,d54
c55,d36
c7,d24
c68,d12
c47,d94
c99,d54
c26,d67
c17,d29
c93,d95
c0,d14
c97,d1
c94,d54
c6,d63
c60,d33
c19,d9
c13,d25
c56,d12
c36,d15
c89,d11
c76,d50
c49,d80
c40,d34
c71,d49
c44,d43
c93,d80
c35,d99
c57,d70
c30,d19
c37,d60
c84,d29
c98,d16
c66,d19
c21,d72
c42,d19
c69,d8
c24,d66
c73,d13
c34,d43
c16,d11
c99,d20
c37,d68
c95,d90
c46,d20
c85,d56
c3,d68
c56,d19
c0,d10
c30,d29
c7,d44
c98,d8
c7,d95
c17,d35
c85,d2
c79,d87
c64,d34
c18,d10
c39,d93
c62,d25
c83,d31
c55,d15
c63,d63
c21,d66
c92,d53
c27,d90
c27,d11
c32,d24
c99,d1
c50,d20
c48,d46
c73,d59
c64,d77
c8,d51
c34,d3
c40,d83
c49,d99
c11,d90
c5,d1
c67,d30
c71,d51
c92,d66
c64,d44
c64,d65
c51,d52
c23,d38
c61,d94
c91,d78
c23,d96
c67,d80
c68,d54
c16,d40
c7,d82
c84,d43
c10,d85
c60,d20
c90,d71
c84,d54
c61,d72
c35,d84
c0,d67
c19,d96
c88,d37
c65,d79
c8,d1
c6,d33
c85,d60
c31,d60
c85,d80
c15,d64
c87,d93
c78,d20
c30,d67
c34,d83
c77,d45
c2,d33
c89,d59
c42,d94
c15,d47
c88,d83
c22,d77
c38,d50
c1,d60
c40,d44
c47,d98
c10,d54
c61,d87
c20,d67
c87,d92
c30,d68
c64,d67
c77,d23
c4,d38
c46,d4
c36,d62
c79,d25
c77,d79
c95,d78
c58,d57
c56,d54
c49,d32
c97,d36
c13,d71
c1,d2
c94,d39
c46,d18
c41,d88
c82,d62
c56,d68
c14,d67
c27,d66
c69,d3
c33,d15
c71,d43
c0,d55
c40,d54
c51,d65
c3,d65
c95,d42
c46,d28
c60,d81
c65,d96
c61,d57
c64,d53
c77,d67
c42,d38
c2,d39
c88,d57
c5,d97
c87,d45
c48,d49
c87,d39
c99,d38
c46,d11
c49,d18
c74,d94
c84,d24
c6,d76
c26,d88
c17,d18
c73,d55
c75,d26
c58,d39
c73,d75
c85,d38
c41,d62
c96,d28
c15,d35
c6,d90
c69,d35
c88,d39
c72,d22
c70,d35
c50,d58
c8,d27
c54,d34
c65,d5
c39,d51
c43,d16
c96,d21
c95,d0
c64,d94
c17,d8
c22,d17
c12,d59
c32,d98
c48,d92
c96,d15
c19,d81
c92,d97
c10,d8
c6,d42
c74,d1
c76,d54
c50,d13
c66,d48
c94,d1
c55,d91
c20,d99
c34,d80
c69,d71
c68,d60
c72,d97
c98,d83
c83,d10
c89,d17
c48,d91
c0,d51
c5,d81
c83,d35
c37,d58
c42,d91
c59,d20
c79,d84
c18,d9
c80,d41
c84,d30
c58,d4
c97,d22
c1,d26
c74,d66
c21,d87
c82,d78
c32,d84
c30,d27
c86,d5
c29,d38
c29,d65
c92,d75
c41,d5
c21,d74
c36,d44
c79,d74
c84,d48
c54,d92
c14,d5
c43,d80
c86,d13
c8,d88
c72,d50
c94,d16
c9,d95
c19,d63
c92,d96
c15,d4
c87,d84
c43,d22
c7,d1
c23,d79
c25,d92
c32,d13
c25,d39
c89,d48
c43,d67
c99,d48
c22,d1
c28,d17
c41,d25
c12,d38
c15,d66
c26,d31
c11,d50
c75,d37
c99,d0
c75,d68
c66,d76
c66,d20
c5,d56
c81,d6
c11,d43
c45,d79
c39,d49
c52,d46
c91,d87
c42,d26
c37,d59
c75,d93
c79,d22
c65,d83
c71,d16
c68,d11
c66,d59
c35,d6
c62,d14
c82,d11
c51,d53
c85,d77
c3,d34
c35,d46
c98,d41
c38,d73
c71,d47
c9,d42
c79,d14
c97,d17
c9,d67
c90,d57
c68,d0
c96,d60
c93,d52
c86,d11
c49,d1
c79,d64
c8,d96
c73,d48
c81,d85
c98,d79
c39,d12
c37,d14
c94,d70
c58,d74
c18,d51
c22,d25
c78,d24
c70,d90
c88,d15
c53,d53
c67,d81
c95,d16
c9,d32
c49,d31
c58,d15
c21,d33
c72,d28
c78,d58
c7,d33
c91,d12
c88,d27
c35,d56
c46,d27
c43,d9
c78,d69
c16,d62
c50,d62
c37,d85
c83,d8
c27,d57
c21,d42
c71,d59
c15,d79
c2,d40
c50,d18
c67,d94
c4,d73
c17,d0
c12,d5
c10,d82
c20,d35
c87,d49
c98,d96
c33,d10
c2,d68
c66,d33
c55,d40
c52,d81
c71,d94
c3,d3
c42,d34
c88,d77
c87,d79
c68,d73
c94,d35
c96,d77
c69,d50
c23,d53
c65,d67
c3,d86
c43,d60
c43,d73
c17,d98
c57,d14
c54,d16
c27,d73
c17,d27
c72,d33
c88,d52
c79,d65
c60,d43
c52,d85
c41,d93
c8,d67
c79,d30
c10,d78
c94,d66
c21,d34
c15,d13
c11,d29
c74,d68
c79,d46
c67,d53
c5,d80
c11,d21
c5,d7
c7,d79
c93,d24
c7,d64
c15,d57
c93,d23
c15,d91
c38,d20
c9,d54
c49,d76
c91,d99
c14,d92
c78,d35
c56,d59
c82,d32
c59,d38
c26,d6
c18,d26
c70,d13
c72,d68
c12,d19
c98,d0
c78,d82
c66,d27
c60,d80
c51,d85
c41,d48
c43,d21
c9,d63
c89,d15
c91,d72
c40,d60
c81,d23
c9,d11
c17,d46
c57,d29
c14,d81
c13,d93
c14,d57
c14,d65
c14,d52
c75,d91
c80,d75
c36,d26
c36,d80
c73,d25
c77,d43
c27,d25
c81,d90
c96,d92
c22,d46
c52,d15
c97,d32
c46,d37
c65,d9
c26,d39
c42,d79
c15,d20
c60,d59
c69,d68
c23,d58
c68,d69
c17,d72
c51,d72
c45,d88
c41,d39
c25,d37
c55,d82
c25,d19
c63,d56
c83,d80
c2,d58
c45,d43
c91,d1
c88,d31
c95,d80
c44,d54
c12,d89
c33,d1
c51,d31
c22,d84
c16,d34
c32,d90
c55,d88
c81,d99
c6,d31
c48,d86
c27,d41
c3,d7
c19,d14
c65,d26
c40,d61
c15,d50
c46,d99
c59,d13
c27,d82
c71,d24
c62,d88
c38,d65
c28,d86
c13,d63
c35,d65
c37,d82
c73,d33
c33,d44
c99,d57
c37,d92
c73,d76
c82,d31
c1,d4
c88,d76
c72,d19
c88,d97
c87,d19
c58,d13
c56,d40
c18,d63
c36,d11
c84,d27
c41,d35
c22,d20
c24,d36
c1,d59
c56,d65
c77,d35
c6,d11
c36,d67
c26,d35
c44,d0
c16,d0
c64,d21
c47,d68
c53,d88
c6,d98
c1,d99
c70,d86
c97,d82
c85,d57
c44,d18
c4,d49
c67,d69
c83,d11
c52,d19
c48,d69
c30,d5
c47,d62
c92,d58
c48,d16
c78,d38
c86,d45
c73,d27
c58,d63
c93,d66
c99,d45
c78,d51
c52,d78
c22,d89
c56,d94
c33,d57
c95,d72
c30,d60
c65,d48
c72,d23
c62,d68
c86,d30
c84,d83
c12,d42
c73,d96
c57,d42
c81,d37
c44,d32
c13,d76
c90,d38
c0,d87
c45,d18
c70,d70
c91,d37
c63,d28
c66,d72
c46,d47
c30,d57
c38,d39
c86,d20
c63,d85
c0,d25
c60,d69
c50,d0
c35,d42
c50,d97
c24,d78
c53,d8
c57,d1
c9,d68
c29,d56
c3,d43
c53,d61
c85,d29
c34,d63
c12,d33
c15,d63
c38,d15
c63,d44
c66,d29
c40,d90
c20,d8
c45,d72
c92,d71
c61,d91
c64,d17
c8,d6
c7,d65
c14,d9
c50,d64
c43,d27
c17,d1
c33,d61
c54,d48
c89,d36
c39,d15
c85,d7
c14,d79
c18,d35
c87,d10
c54,d46
c53,d64
c82,d91
c30,d66
c84,d18
c95,d82
c99,d65
c30,d33
c93,d97
c20,d34
c11,d46
c68,d65
c45,d73
c10,d66
c96,d91
c35,d17
c80,d77
c83,d85
c52,d23
c68,d26
c70,d29
c38,d36
c15,d80
c72,d59
c24,d28
c37,d19
c28,d44
c43,d35
c22,d40
c98,d65
c76,d74
c98,d75
c6,d30
c92,d87
c77,d14
c89,d49
c58,d23
c0,d16
c63,d41
c2,d70
c40,d48
c56,d51
c83,d40
c95,d53
c4,d43
c27,d1
c43,d29
c16,d96
c53,d5
c22,d64
c60,d26
c65,d43
c53,d36
c37,d76
c46,d48
c40,d64
c43,d40
c0,d80
c32,d63
c6,d36
c59,d12
c23,d8
c0,d31
c32,d52
c64,d92
c99,d97
c38,d11
c85,d46
c58,d19
c69,d53
c93,d92
c9,d39
c81,d13
c32,d9
c75,d24
c30,d62
c0,d54
c31,d22
c31,d88
c69,d75
c45,d12
c97,d97
c25,d22
c77,d68
c48,d84
c5,d8
c32,d4
c14,d22
c42,d54
c49,d16
c3,d84
c91,d96
c99,d49
c42,d4
c74,d0
c82,d47
c84,d75
c66,d69
c51,d40
c11,d87
c96,d50
c91,d98
c37,d77
c40,d66
c80,d87
c57,d75
c36,d3
c34,d81
c4,d62
c48,d64
c56,d33
c87,d28
c56,d95
c55,d9
c29,d77
c36,d37
c73,d88
c0,d39
c62,d37
c89,d89
c78,d32
c83,d96
c62,d10
c10,d13
c53,d83
c6,d73
c7,d62
c79,d73
c37,d46
c66,d67
c67,d99
c34,d58
c61,d27
c19,d23
c71,d45
c31,d64
c38,d8
c86,d50
c47,d7
c54,d81
c11,d15
c94,d50
c9,d2
c34,d29
c74,d25
c37,d47
c88,d61
c98,d89
c3,d39
c38,d80
c12,d25
c45,d57
c88,d60
c21,d80
c28,d66
c39,d74
c96,d18
c13,d55
c47,d16
c19,d7
c11,d41
c44,d24
c5,d12
c54,d39
c26,d98
c54,d86
c11,d66
c70,d12
c75,d39
c96,d3
c81,d96
c32,d80
c14,d70
c95,d63
c46,d49
c64,d74
c31,d85
c39,d25
c14,d84
c56,d76
c31,d66
c21,d49
c29,d52
c50,d77
c56,d69
c84,d20
c98,d49
c42,d61
c87,d72
c97,d34
c75,d76
c69,d43
c34,d55
c28,d51
c87,d88
c17,d19
c12,d55
c11,d82
c69,d92
c87,d82
c98,d37
c14,d78
c55,d72
c21,d15
c4,d47
c23,d72
c40,d36
c50,d71
c83,d39
c90,d36
c57,d37
c95,d95
c44,d56
c41,d14
c81,d24
c57,d36
c63,d0
c57,d97
c24,d21
c42,d36
c82,d43
c57,d28
c53,d10
c82,d42
c38,d82
c59,d14
c55,d55
c33,d20
c50,d34
c55,d28
c13,d78
c77,d24
c47,d34
c28,d0
c81,d93
c47,d30
c71,d70
c86,d55
c54,d24
c61,d28
c60,d4
c80,d92
c26,d61
c11,d72
c95,d79
c31,d4
c81,d71
c26,d54
c9,d34
c28,d16
c43,d43
c93,d88
c30,d95
c54,d13
c79,d89
c65,d85
c42,d28
c75,d80
c93,d13
c95,d87
c41,d4
c94,d34
c75,d4
c35,d50
c19,d22
c97,d84
c22,d71
c13,d84
c58,d27
c55,d74
c61,d21
c0,d96
c84,d49
c54,d90
c24,d4
c42,d89
c41,d32
c51,d27
c74,d92
c63,d39
c78,d90
c4,d9
c93,d90
c37,d38
c95,d59
c91,d52
c29,d80
c44,d49
c1,d37
c32,d87
c5,d11
c57,d6
c56,d99
c25,d80
c72,d79
c68,d91
c33,d3
c17,d11
c28,d15
c39,d84
c43,d95
c78,d55
c53,d12
c53,d97
c0,d48
c74,d50
c19,d51
c63,d95
c76,d65
c52,d45
c28,d82
c79,d33
c55,d39
c46,d36
c96,d94
c9,d8
c74,d88
c79,d10
c53,d22
c17,d69
c77,d52
c69,d30
c26,d20
c65,d87
c45,d2
c9,d58
c7,d66
c38,d75
c55,d78
c21,d60
c33,d21
c49,d67
c20,d98
c53,d93
c59,d10
c31,d65
c99,d66
c13,d30
c82,d98
c12,d68
c35,d57
c48,d41
c2,d84
c97,d64
c37,d30
c65,d40
c70,d99
c73,d79
c58,d93
c18,d52
c13,d16
c48,d42
c26,d22
c36,d22
c51,d57
c5,d83
c94,d81
c97,d85
c78,d88
c22,d10
c5,d4
c45,d14
c18,d5
c62,d22
c14,d87
c59,d77
c39,d0
c29,d6
c92,d64
c69,d89
c13,d1
c19,d53
c7,d7
c29,d74
c42,d15
c85,d8
c27,d35
c50,d45
c52,d72
c46,d32
c57,d12
c84,d78
c4,d97
c15,d68
c82,d34
c21,d17
c57,d50
c10,d11
c19,d27
c72,d60
c42,d2
c52,d17
c38,d95
c92,d35
c34,d68
c64,d91
c88,d56
c85,d18
c30,d7
c87,d27
c16,d52
c80,d16
c60,d45
c47,d9
c79,d77
c51,d97
c28,d73
c19,d20
c50,d54
c48,d66
c60,d37
c31,d38
c36,d49
c74,d93
c51,d94
c62,d42
c72,d57
c32,d75
c90,d50
c2,d0
c86,d62
c62,d27
c3,d38
c45,d42
c73,d46
c51,d83
c60,d21
c50,d89
c44,d26
c71,d98
c6,d66
c35,d73
c66,d70
c80,d0
c81,d59
c52,d9
c10,d37
c40,d93
c65,d36
c84,d33
c44,d37
c18,d68
c71,d97
c80,d82
c9,d30
c32,d35
c60,d93
c46,d29
c10,d86
c83,d53
c96,d29
c83,d86
c15,d71
c33,d32
c79,d69
c35,d1
c65,d13
c73,d94
c40,d95
c4,d74
c1,d76
c90,d18
c4,d90
c36,d81
c34,d11
c23,d97
c6,d24
c86,d37
c56,d24
c28,d6
c6,d20
c97,d93
c43,d20
c50,d10
c87,d50
c46,d84
c92,d91
c66,d15
c7,d35
c35,d18
c81,d1
c98,d17
c15,d58
c17,d45
c81,d69
c69,d66
c82,d18
c70,d3
c25,d77
c97,d71
c14,d50
c34,d73
c67,d92
c28,d62
c13,d90
c1,d72
c56,d37
c65,d63
c62,d79
c47,d6
c36,d66
c13,d39
c58,d42
c74,d59
c18,d93
c60,d57
c39,d2
c46,d33
c98,d39
c99,d4
c43,d56
c44,d46
c16,d42
c7,d27
c72,d71
c85,d52
c86,d26
c90,d46
c34,d94
c49,d49
c48,d59
c37,d97
c69,d84
c7,d8
c9,d51
c80,d2
c93,d64
c41,d30
c19,d92
c82,d17
c85,d63
c43,d74
c63,d86
c89,d1
c82,d26
c61,d97
c67,d3
c7,d71
c3,d41
c60,d78
c32,d32
c27,d49
c53,d48
c66,d31
c2,d89
c71,d72
c23,d60
c8,d77
c56,d88
c83,d55
c64,d54
c67,d1
c16,d48
c68,d53
c54,d89
c45,d94
c55,d1
c78,d83
c30,d28
c4,d2
c72,d47
c53,d90
c6,d87
c74,d20
c21,d28
c71,d34
c56,d71
c69,d52
c17,d77
c72,d66
c84,d14
c21,d81
c75,d5
c28,d76
c27,d54
c29,d27
c38,d30
c67,d17
c67,d23
c97,d29
c9,d22
c13,d89
c87,d75
c53,d89
c25,d99
c27,d48
c25,d41
c94,d61
c18,d55
c41,d61
c13,d35
c43,d13
c94,d60
c92,d31
c34,d74
c16,d3
c17,d26
c25,d93
c89,d24
c29,d47
c17,d40
c44,d25
c60,d96
c71,d0
c92,d16
c46,d63
c31,d47
c27,d46
c88,d21
c10,d94
c78,d7
c39,d42
c20,d88
c13,d44
c33,d6
c28,d64
c18,d84
c73,d42
c12,d28
c35,d66
c37,d40
c4,d66
c54,d28
c0,d0
c24,d54
c86,d74
c16,d66
c48,d40
c53,d26
c63,d55
c71,d57
c44,d51
c33,d11
c36,d38
c75,d11
c37,d44
c25,d51
c94,d88
c68,d87
c60,d22
c14,d82
c86,d52
