b,c
b6,c34
b74,c85
b40,c57
b21,c58
b11,c0
b73,c51
b58,c98
b29,c97
b43,c29
b5,c40
b64,c65
b20,c60
b88,c95
b24,c42
b95,c59
b34,c87
b85,c5
b30,c29
b56,c45
b4,c84
b96,c0
b74,c50
b81,c37
b67,c41
b85,c35
b0,c97
b44,c93
b93,c25
b31,c53
b99,c37
b66,c62
b47,c6
b13,c21
b73,c59
b34,c38
b58,c30
b22,c83
b74,c81
b17,c33
b78,c10
b13,c1
b64,c94
b74,c35
b96,c34
b18,c68
b57,c22
b97,c81
b55,c46
b31,c19
b45,c77
b77,c67
b57,c88
b20,c77
b90,c66
b28,c61
b71,c34
b43,c78
b6,c12
b1,c99
b45,c34
b23,c92
b32,c99
b76,c37
b52,c65
b80,c38
b20,c29
b72,c98
b52,c55
b89,c66
b83,c42
b37,c10
b99,c29
b46,c94
b71,c8
b89,c26
b92,c22
b64,c71
b50,c36
b93,c21
b13,c22
b97,c50
b0,c26
b17,c83
b44,c94
b23,c45
b31,c91
b64,c18
b99,c35
b45,c68
b15,c44
b65,c57
b26,c94
b23,c46
b98,c52
b85,c6
b33,c51
b34,c3
b20,c0
b51,c9
b51,c93
b42,c82
b64,c98
b56,c9
b27,c37
b28,c54
b60,c30
b38,c21
b82,c60
b92,c19
b67,c3
b56,c93
b6,c9
b80,c99
b53,c42
b33,c33
b67,c82
b71,c14
b37,c91
b42,c71
b4,c25
b73,c87
b35,c43
b81,c56
b57,c59
b30,c4
b37,c57
b10,c36
b76,c26
b85,c19
b72,c52
b82,c26
b84,c65
b72,c59
b64,c85
b23,c74
b21,c73
b57,c17
b42,c26
b93,c7
b2,c7
b29,c88
b19,c15
b5,c85
b97,c79
b72,c46
b33,c61
b20,c19
b59,c50
b7,c66
b80,c87
b93,c74
b68,c2
b24,c5
b93,c89
b53,c89
b30,c54
b35,c74
b45,c35
b71,c66
b9,c26
b85,c43
b21,c76
b39,c29
b24,c31
b27,c30
b53,c98
b42,c31
b67,c89
b87,c16
b48,c63
b19,c24
b25,c86
b54,c60
b14,c60
b27,c32
b72,c81
b20,c45
b85,c46
b45,c49
b42,c90
b36,c79
b99,c19
b8,c73
b77,c66
b49,c10
b54,c17
b38,c11
b76,c52
b18,c74
b95,c55
b12,c16
b19,c85
b28,c71
b59,c22
b72,c22
b48,c73
b15,c50
b46,c17
b92,c45
b56,c91
b78,c93
b46,c22
b55,c68
b15,c26
b19,c54
b63,c70
b65,c50
b50,c57
b91,c89
b25,c45
b50,c49
b7,c5
b3,c16
b36,c7
b47,c80
b92,c8
b27,c51
b29,c51
b17,c90
b68,c63
b25,c81
b15,c35
b78,c33
b23,c62
b22,c54
b9,c58
b47,c55
b95,c14
b72,c12
b11,c49
b99,c88
b70,c63
b41,c40
b15,c77
b51,c35
b94,c15
b25,c34
b42,c79
b34,c77
b52,c25
b22,c20
b67,c96
b3,c45
b63,c63
b64,c76
b1,c64
b81,c80
b23,c79
b66,c50
b60,c8
b5,c27
b71,c11
b18,c20
b42,c38
b24,c97
b8,c85
b96,c52
b79,c90
b61,c21
b58,c32
b88,c46
b73,c3
b40,c10
b69,c62
b14,c66
b48,c39
b78,c38
b54,c91
b78,c3
b78,c53
b29,c5
b57,c62
b46,c18
b11,c54
b50,c66
b91,c47
b75,c34
b88,c79
b88,c81
b67,c53
b26,c63
b14,c59
b21,c37
b15,c7
b8,c93
b43,c28
b5,c13
b66,c7
b11,c92
b33,c32
b18,c43
b57,c3
b21,c38
b33,c66
b25,c64
b40,c40
b68,c48
b32,c38
b51,c69
b28,c15
b70,c0
b66,c92
b10,c41
b74,c36
b32,c48
b9,c10
b43,c83
b95,c39
b52,c67
b45,c9
b5,c62
b28,c29
b61,c32
b57,c81
b90,c31
b99,c5
b39,c26
b75,c51
b8,c61
b57,c26
b72,c71
b95,c82
b66,c8
b39,c98
b17,c55
b66,c13
b29,c57
b73,c44
b33,c29
b13,c12
b57,c72
b60,c38
b25,c51
b81,c70
b78,c7
b49,c37
b62,c21
b61,c80
b50,c31
b10,c0
b25,c71
b58,c48
b83,c13
b70,c74
b58,c60
b50,c72
b96,c31
b30,c51
b51,c21
b13,c96
b80,c3
b72,c32
b47,c38
b0,c2
b41,c42
b68,c15
b16,c97
b61,c25
b94,c1
b61,c94
b57,c79
b71,c73
b52,c77
b33,c47
b66,c88
b59,c76
b91,c80
b35,c12
b99,c49
b2,c58
b70,c34
b88,c54
b21,c25
b93,c54
b73,c2
b1,c35
b1,c79
b39,c53
b96,c46
b47,c10
b41,c44
b37,c99
b13,c13
b99,c55
b49,c2
b63,c78
b43,c46
b89,c11
b44,c14
b46,c73
b48,c10
b65,c27
b36,c45
b13,c89
b37,c26
b37,c4
b45,c39
b63,c74
b85,c17
b85,c39
b25,c32
b18,c90
b99,c0
b60,c98
b49,c42
b83,c89
b94,c38
b32,c52
b67,c77
b34,c64
b16,c79
b54,c19
b44,c89
b83,c73
b31,c51
b94,c78
b47,c0
b97,c43
b34,c84
b2,c89
b52,c57
b51,c30
b12,c6
b97,c17
b74,c2
b6,c14
b91,c29
b66,c25
b32,c89
b44,c71
b82,c14
b46,c37
b12,c84
b17,c99
b97,c41
b44,c33
b33,c94
b87,c33
b61,c37
b9,c95
b24,c9
b14,c23
b33,c8
b18,c95
b18,c91
b22,c84
b45,c55
b21,c96
b31,c95
b28,c98
b28,c74
b35,c94
b27,c24
b63,c46
b31,c52
b27,c53
b45,c61
b48,c15
b4,c82
b33,c59
b66,c10
b46,c9
b24,c7
b40,c49
b93,c69
b90,c69
b65,c58
b53,c91
b38,c67
b38,c83
b84,c61
b22,c63
b53,c25
b91,c36
b57,c64
b17,c21
b21,c18
b26,c23
b61,c50
b79,c30
b0,c61
b52,c85
b73,c19
b55,c97
b34,c14
b69,c49
b15,c36
b79,c24
b13,c75
b80,c58
b33,c82
b41,c81
b9,c33
b62,c64
b37,c44
b94,c99
b91,c15
b13,c46
b32,c3
b58,c89
b93,c88
b54,c85
b19,c93
b79,c58
b11,c81
b41,c92
b94,c13
b49,c63
b13,c65
b85,c52
b67,c2
b73,c35
b72,c29
b35,c46
b93,c43
b95,c97
b65,c93
b81,c59
b78,c1
b92,c21
b24,c12
b26,c73
b20,c25
b8,c20
b70,c28
b50,c11
b3,c21
b45,c66
b3,c49
b29,c48
b99,c25
b6,c40
b79,c88
b70,c1
b64,c22
b3,c23
b59,c62
b32,c73
b0,c7
b13,c69
b95,c77
b53,c70
b40,c5
b66,c55
b27,c4
b92,c96
b83,c49
b91,c92
b51,c84
b37,c7
b69,c9
b74,c21
b77,c93
b92,c59
b82,c4
b2,c48
b76,c61
b14,c79
b81,c81
b60,c23
b29,c77
b5,c30
b96,c98
b4,c40
b86,c3
b31,c38
b9,c79
b19,c0
b12,c56
b91,c39
b0,c19
b7,c45
b31,c98
b27,c70
b10,c2
b80,c30
b8,c89
b33,c70
b97,c0
b56,c16
b99,c6
b71,c91
b69,c35
b77,c31
b51,c18
b83,c62
b85,c0
b97,c72
b13,c15
b40,c78
b5,c36
b41,c97
b90,c98
b14,c3
b92,c26
b78,c83
b72,c47
b65,c39
b40,c79
b86,c56
b51,c42
b89,c5
b42,c83
b2,c80
b63,c77
b9,c0
b43,c40
b77,c9
b0,c41
b38,c79
b91,c56
b59,c18
b49,c32
b85,c18
b84,c96
b96,c68
b6,c42
b72,c38
b10,c78
b58,c33
b25,c88
b29,c55
b74,c69
b22,c9
b93,c48
b6,c53
b52,c44
b79,c38
b69,c48
b57,c39
b43,c71
b18,c10
b22,c36
b85,c51
b90,c5
b56,c72
b10,c87
b57,c78
b93,c13
b98,c99
b71,c12
b15,c4
b13,c24
b11,c26
b32,c16
b7,c1
b65,c44
b60,c84
b62,c89
b90,c63
b28,c11
b59,c59
b92,c32
b51,c67
b92,c83
b62,c36
b38,c10
b77,c38
b1,c94
b44,c44
b44,c34
b33,c77
b61,c72
b33,c17
b16,c42
b48,c11
b35,c8
b98,c47
b40,c38
b25,c52
b45,c69
b42,c30
b32,c5
b86,c93
b19,c78
b91,c11
b39,c77
b47,c83
b4,c24
b94,c4
b60,c95
b24,c73
b40,c22
b42,c58
b2,c17
b35,c97
b79,c62
b87,c56
b31,c54
b99,c70
b14,c20
b87,c74
b75,c81
b41,c29
b39,c21
b33,c87
b82,c1
b19,c97
b90,c26
b24,c50
b31,c64
b58,c54
b15,c47
b36,c26
b93,c0
b6,c81
b93,c37
b63,c42
b67,c4
b90,c92
b81,c44
b65,c91
b99,c14
b55,c98
b57,c44
b3,c28
b44,c30
b86,c90
b29,c99
b18,c55
b67,c9
b48,c43
b77,c78
b74,c20
b80,c96
b58,c26
b50,c91
b49,c22
b1,c39
b90,c79
b3,c92
b35,c56
b1,c54
b35,c32
b83,c82
b6,c37
b53,c6
b74,c88
b50,c63
b33,c62
b15,c40
b89,c51
b89,c3
b7,c23
b59,c66
b16,c55
b97,c5
b73,c15
b45,c83
b18,c16
b0,c30
b47,c93
b61,c30
b84,c2
b68,c80
b27,c91
b98,c32
b79,c1
b58,c68
b13,c79
b53,c67
b46,c8
b85,c42
b69,c32
b26,c1
b38,c82
b51,c87
b2,c78
b83,c70
b70,c96
b23,c63
b80,c21
b14,c46
b10,c4
b1,c80
b11,c40
b5,c92
b84,c98
b74,c92
b99,c73
b73,c66
b46,c45
b19,c84
b56,c41
b98,c86
b91,c44
b24,c63
b61,c99
b51,c73
b0,c10
b38,c27
b69,c51
b20,c95
b36,c46
b62,c37
b93,c42
b10,c51
b3,c75
b41,c17
b88,c11
b1,c29
b70,c31
b49,c71
b71,c45
b23,c48
b45,c80
b47,c13
b90,c49
b12,c41
b68,c22
b17,c30
b54,c71
b34,c47
b94,c2
b65,c45
b69,c30
b48,c35
b30,c75
b70,c84
b83,c83
b49,c6
b20,c31
b63,c88
b61,c41
b80,c40
b34,c19
b32,c58
b56,c25
b90,c3
b18,c34
b9,c50
b87,c88
b71,c16
b75,c58
b48,c98
b51,c6
b72,c79
b13,c99
b9,c11
b56,c62
b5,c44
b34,c50
b21,c31
b81,c95
b0,c33
b83,c16
b4,c16
b20,c90
b5,c48
b15,c76
b74,c18
b5,c53
b7,c15
b90,c43
b65,c6
b95,c86
b60,c81
b15,c68
b34,c23
b45,c64
b41,c96
b69,c4
b81,c11
b0,c78
b52,c70
b8,c36
b22,c23
b92,c39
b97,c61
b66,c44
b45,c27
b48,c93
b18,c59
b55,c80
b38,c51
b3,c27
b60,c45
b44,c84
b20,c28
b32,c54
b32,c76
b0,c82
b89,c60
b28,c38
b49,c44
b17,c82
b16,c49
b28,c3
b56,c98
b68,c65
b22,c33
b94,c94
b78,c67
b42,c4
b44,c56
b1,c3
b78,c16
b82,c59
b75,c2
b49,c0
b18,c27
b61,c55
b57,c38
b0,c98
b28,c42
b62,c55
b13,c63
b99,c82
b73,c85
b88,c10
b3,c54
b4,c57
b84,c74
b51,c56
b15,c34
b39,c35
b17,c54
b11,c36
b34,c25
b29,c29
b92,c44
b77,c82
b27,c76
b78,c87
b6,c25
b53,c17
b6,c85
b68,c21
b19,c16
b4,c39
b41,c72
b65,c5
b98,c40
b80,c47
b28,c56
b99,c47
b61,c73
b56,c22
b3,c89
b33,c31
b29,c92
b7,c22
b82,c40
b68,c13
b51,c24
b89,c48
b30,c47
b77,c4
b17,c61
b17,c16
b23,c19
b90,c42
b30,c89
b99,c41
b48,c36
b84,c59
b53,c27
b66,c77
b67,c14
b69,c46
b96,c74
b86,c95
b17,c67
b1,c49
b61,c89
b84,c25
b20,c61
b26,c46
b61,c59
b75,c75
b58,c50
b81,c62
b80,c95
b60,c78
b44,c15
b40,c71
b99,c9
b28,c57
b83,c33
b25,c23
b88,c44
b47,c48
b94,c32
b79,c66
b5,c72
b64,c55
b95,c26
b82,c91
b4,c87
b67,c57
b18,c93
b23,c49
b52,c2
b54,c57
b40,c0
b1,c0
b53,c99
b62,c20
b87,c91
b11,c88
b15,c27
b74,c72
b56,c11
b18,c12
b47,c7
b19,c3
b50,c68
b23,c4
b62,c84
b67,c67
b65,c82
b65,c54
b87,c45
b5,c46
b22,c10
b98,c8
b94,c7
b9,c63
b66,c46
b24,c62
b32,c46
b79,c76
b9,c46
b5,c78
b19,c75
b2,c0
b0,c72
b62,c98
b94,c75
b49,c61
b54,c52
b78,c37
b36,c90
b75,c25
b58,c20
b84,c3
b21,c86
b86,c4
b30,c25
b39,c88
b45,c37
b10,c49
b67,c73
b98,c91
b45,c90
b83,c39
b81,c13
b53,c71
b43,c47
b51,c77
b30,c73
b42,c86
b83,c36
b93,c18
b93,c10
b8,c13
b91,c22
b86,c79
b10,c8
b25,c31
b39,c91
b63,c73
b94,c62
b12,c43
b7,c72
b5,c12
b31,c67
b92,c3
b62,c48
b13,c59
b52,c86
b4,c18
b83,c20
b31,c90
b89,c70
b43,c98
b61,c65
b60,c61
b52,c79
b69,c24
b32,c93
b13,c77
b96,c83
b0,c62
b71,c35
b3,c30
b18,c80
b76,c60
b39,c25
b53,c0
b41,c18
b58,c95
b28,c78
b76,c35
b85,c36
b45,c78
b12,c10
b33,c40
b73,c69
b51,c10
b10,c61
b8,c43
b34,c62
b0,c53
b68,c18
b1,c77
b49,c88
b94,c36
b39,c84
b56,c6
b60,c29
b13,c86
b57,c2
b2,c95
b33,c69
b48,c87
b95,c23
b46,c53
b50,c67
b79,c21
b38,c47
b18,c73
b2,c73
b71,c43
b54,c14
b61,c1
b91,c48
b0,c84
b92,c63
b52,c62
b77,c20
b21,c46
b15,c83
b76,c1
b62,c61
b72,c94
b86,c67
b56,c88
b98,c54
b93,c3
b2,c39
b34,c30
b65,c21
b35,c42
b19,c19
b77,c59
b19,c25
b36,c12
b66,c66
b84,c21
b66,c41
b2,c34
b36,c34
b85,c40
b59,c85
b90,c83
b53,c80
b33,c71
b76,c16
b77,c58
b56,c82
b4,c62
b45,c57
b79,c3
b77,c72
b53,c14
b69,c76
b33,c79
b68,c55
b60,c2
b55,c71
b65,c49
b62,c27
b67,c35
b81,c12
b79,c65
b91,c76
b15,c45
b58,c13
b88,c55
b15,c96
b38,c37
b54,c6
b39,c8
b17,c53
b64,c40
b91,c7
b11,c51
b63,c87
b87,c6
b9,c36
b63,c7
b65,c74
b98,c14
b63,c82
b25,c63
b53,c5
b3,c29
b12,c67
b13,c31
b19,c5
b89,c36
b68,c92
b37,c14
b52,c50
b17,c50
b55,c95
b52,c73
b32,c78
b96,c32
b27,c60
b9,c94
b95,c51
b69,c83
b22,c73
b69,c29
b2,c43
b53,c38
b92,c64
b78,c31
b99,c22
b15,c67
b42,c49
b96,c18
b74,c65
b37,c75
b0,c35
b73,c49
b8,c39
b2,c3
b50,c26
b67,c94
b46,c58
b30,c41
b67,c5
b45,c38
b12,c78
b15,c33
b83,c17
b27,c6
b81,c31
b27,c52
b66,c67
b63,c67
b66,c80
b58,c74
b2,c53
b45,c19
b79,c84
b39,c52
b78,c71
b73,c1
b67,c0
b74,c26
b30,c87
b16,c57
b66,c64
b96,c81
b80,c9
b54,c72
b95,c12
b97,c76
b28,c90
b98,c28
b95,c54
b23,c57
b4,c28
b28,c87
b69,c7
b67,c15
b11,c69
b43,c86
b1,c8
b10,c66
b5,c34
b50,c92
b84,c13
b66,c58
b88,c65
b61,c47
b46,c51
b84,c42
b77,c61
b47,c58
b0,c59
b6,c31
b67,c69
b43,c88
b19,c91
b60,c22
b19,c82
b25,c42
b0,c14
b19,c39
b1,c33
b99,c45
b11,c67
b31,c65
b87,c36
b45,c60
b0,c28
b25,c2
b1,c21
b10,c22
b80,c82
b59,c24
b77,c11
b26,c6
b43,c13
b35,c82
b63,c83
b99,c83
b61,c20
b37,c8
b60,c39
b16,c13
b55,c7
b35,c7
b34,c88
b5,c2
b62,c86
b66,c26
b67,c33
b65,c29
b78,c27
b63,c25
b72,c42
b16,c95
b43,c26
b7,c74
b28,c23
b86,c83
b31,c9
b47,c25
b2,c69
b11,c9
b92,c57
b2,c47
b30,c56
b70,c81
b39,c18
b67,c52
b34,c5
b31,c68
b5,c47
b1,c11
b41,c58
b50,c37
b68,c24
b34,c33
b4,c49
b31,c27
b16,c3
b92,c95
b33,c86
b1,c72
b90,c62
b6,c26
b63,c89
b36,c37
b69,c14
b52,c15
b86,c54
b90,c41
b32,c71
b31,c84
b70,c39
b80,c25
b48,c8
b56,c5
b13,c32
b31,c81
b32,c11
b89,c9
b66,c74
b84,c95
b33,c81
b11,c85
b0,c92
b76,c25
b31,c15
b91,c71
b38,c42
b61,c19
b21,c19
b26,c4
b59,c74
b1,c1
b7,c3
b87,c5
b77,c13
b79,c27
b97,c11
b64,c60
b48,c3
b2,c19
b30,c59
b62,c43
b81,c60
b42,c12
b66,c23
b86,c63
b68,c98
b2,c52
b51,c37
b4,c90
b66,c38
b64,c36
b83,c81
b34,c24
b96,c5
b75,c8
b19,c27
b81,c83
b58,c38
b89,c19
b1,c56
b39,c9
b17,c52
b82,c6
b27,c15
b11,c86
b37,c86
b99,c11
b28,c41
b18,c75
b7,c95
b39,c79
b58,c3
b58,c96
b62,c88
b61,c64
b39,c99
b22,c76
b51,c19
b71,c87
b8,c82
b44,c31
b20,c78
b72,c97
b80,c26
b38,c45
b18,c19
b25,c27
b63,c57
b27,c47
b9,c39
b70,c42
b80,c41
b88,c33
b72,c37
b58,c7
b70,c78
b55,c99
b58,c35
b6,c38
b5,c66
b65,c97
b39,c6
b37,c73
b56,c40
b16,c67
b56,c99
b48,c33
b90,c4
b48,c40
b70,c86
b63,c79
b58,c52
b23,c73
b40,c29
b72,c33
b67,c16
b82,c96
b54,c53
b99,c99
b64,c23
b26,c26
b55,c60
b71,c57
b75,c24
b2,c41
b37,c61
b33,c99
b13,c78
b66,c18
b92,c81
b39,c92
b95,c73
b68,c23
b72,c90
b40,c3
b44,c75
b43,c17
b51,c39
b94,c63
b26,c36
b61,c48
b5,c11
b48,c34
b90,c61
b98,c59
b89,c94
b82,c27
b79,c23
b43,c56
b63,c56
b92,c52
b74,c47
b76,c71
b42,c80
b28,c13
b89,c76
b17,c37
b63,c55
b12,c35
b30,c94
b46,c59
b46,c7
b81,c65
b1,c9
b64,c63
b98,c49
b83,c54
b56,c17
b10,c80
b84,c39
b70,c17
b60,c31
b89,c69
b29,c7
b17,c81
b22,c60
b8,c58
b43,c9
b35,c2
b51,c44
b7,c0
b71,c70
b75,c68
b6,c67
b49,c67
b96,c79
b74,c4
b1,c42
b69,c42
b17,c12
b46,c43
b48,c7
b91,c54
b31,c16
b7,c52
b74,c37
b32,c25
b95,c6
b54,c1
b92,c93
b64,c44
b56,c81
b87,c76
b42,c34
b30,c98
b21,c27
b59,c2
b73,c94
b68,c61
b46,c41
b53,c60
b16,c20
b84,c5
b55,c65
b96,c66
b85,c29
b73,c64
b34,c60
b75,c93
b20,c49
b17,c76
b59,c71
b25,c92
b50,c53
b69,c26
b0,c50
b2,c40
b82,c82
b83,c10
b86,c9
b5,c51
b58,c88
b89,c95
b37,c87
b48,c50
b6,c62
b92,c33
b93,c50
b44,c77
b14,c39
b42,c97
b17,c69
b42,c59
b80,c6
b94,c72
b15,c91
b43,c8
b43,c57
b72,c24
b57,c32
b96,c51
b72,c84
b79,c64
b98,c62
b90,c90
b0,c94
b61,c77
b50,c33
b0,c90
b77,c21
b49,c84
b96,c6
b90,c28
b28,c85
b49,c51
b3,c19
b38,c49
b32,c29
b58,c37
b75,c99
b19,c45
b51,c17
b35,c58
b80,c98
b29,c27
b19,c20
b62,c60
b44,c20
b1,c40
b15,c17
b90,c78
b82,c17
b34,c81
b6,c41
b18,c57
b68,c39
b15,c56
b14,c29
b45,c32
b55,c29
b65,c98
b85,c55
b30,c82
b27,c18
b78,c82
b13,c39
b93,c78
b25,c54
b43,c27
b60,c19
b47,c85
b55,c67
b33,c48
b31,c74
b45,c25
b2,c42
b72,c20
b15,c90
b32,c59
b84,c14
b3,c46
b38,c59
b39,c62
b68,c6
b47,c66
b63,c22
b14,c16
b54,c2
b85,c14
b2,c63
b77,c80
b87,c77
b1,c88
b3,c1
b56,c97
b57,c36
b2,c1
b89,c99
b68,c97
b30,c79
b53,c29
b16,c83
b14,c93
b63,c44
b74,c16
b88,c72
b62,c74
b7,c90
b97,c91
b24,c88
b10,c75
b68,c83
b32,c74
b94,c31
b58,c80
b72,c31
b42,c53
b66,c54
b3,c41
b82,c16
b15,c20
b89,c10
b11,c39
b3,c67
b12,c46
b59,c65
b89,c72
b63,c97
b46,c10
b16,c45
b32,c30
b91,c90
b70,c62
b71,c62
b63,c93
b38,c89
b11,c68
b28,c27
b58,c29
b51,c60
b62,c52
b37,c21
b60,c18
b34,c55
b79,c34
b38,c50
b96,c71
b48,c96
b79,c12
b31,c49
b15,c46
b5,c68
b61,c17
b43,c20
b7,c54
b50,c47
b87,c29
b50,c7
b71,c3
b74,c48
b5,c41
b13,c93
b72,c72
b19,c98
b61,c4
b44,c51
b8,c31
b44,c9
b19,c14
b16,c58
b7,c36
b21,c94
b31,c26
b7,c26
b27,c33
b15,c75
b9,c84
b87,c78
b21,c92
b95,c22
b2,c75
b13,c53
b9,c37
b80,c23
b51,c5
b35,c52
b84,c33
b47,c97
b54,c59
b38,c98
b11,c98
b11,c87
b76,c78
b34,c48
b21,c11
b77,c7
b16,c90
b34,c80
b65,c84
b11,c96
b37,c15
b72,c60
b12,c47
b48,c70
b64,c34
b18,c37
b4,c63
b87,c84
b10,c77
b18,c17
b88,c15
b50,c71
b4,c46
b46,c60
b70,c76
b6,c72
b87,c26
b69,c21
b10,c3
b28,c35
b48,c37
b36,c0
b50,c81
b13,c48
b27,c92
b82,c30
b88,c48
b62,c42
b33,c53
b58,c14
b90,c16
b30,c70
b42,c21
b37,c81
b86,c15
b82,c86
b91,c83
b16,c70
b82,c78
b54,c43
b50,c88
b49,c73
b77,c65
b66,c37
b74,c59
b55,c19
b92,c28
b0,c18
b25,c83
b37,c51
b96,c63
b55,c92
b94,c55
b36,c57
b93,c36
b29,c53
b22,c92
b19,c67
b39,c94
b59,c10
b94,c48
b61,c28
b14,c54
b63,c32
b21,c78
b63,c54
b27,c64
b97,c13
b60,c90
b95,c3
b30,c11
b92,c87
b15,c69
b52,c42
b61,c92
b24,c27
b63,c14
b41,c2
b87,c1
b64,c7
b0,c77
b60,c37
b50,c23
b74,c14
b47,c54
b48,c75
b23,c6
b97,c53
b46,c25
b11,c8
b93,c47
b56,c8
b49,c21
b2,c11
b54,c21
b42,c11
b68,c95
b5,c8
b67,c28
b96,c30
b23,c25
b22,c5
b60,c11
b5,c58
b12,c77
b86,c1
b91,c46
b86,c40
b39,c41
b1,c89
b17,c34
b41,c7
b7,c12
b1,c75
b48,c18
b58,c85
b87,c35
b41,c8
b84,c63
b14,c84
b30,c90
b4,c45
b45,c76
b56,c80
b92,c88
b15,c93
b88,c53
b15,c81
b37,c0
b14,c55
b36,c67
b95,c0
b82,c74
b55,c10
b22,c40
b8,c42
b5,c31
b94,c37
b45,c22
b98,c75
b64,c97
b52,c34
b92,c9
b44,c87
b7,c31
b9,c5
b51,c66
b94,c70
b74,c11
b26,c0
b48,c46
b8,c37
b36,c18
b29,c44
b61,c79
b20,c22
b66,c65
b58,c44
b22,c22
b30,c71
b75,c32
b17,c85
b74,c51
b96,c1
b12,c13
b19,c61
b84,c56
b80,c78
b25,c70
b85,c88
b81,c17
b87,c44
b74,c82
b84,c68
b54,c75
b21,c84
b86,c49
b75,c7
b92,c27
b53,c46
b40,c27
b49,c34
b82,c38
b90,c19
b35,c40
b87,c25
b22,c89
b12,c55
b92,c78
b8,c15
b33,c74
b36,c92
b33,c65
b46,c3
b18,c94
b26,c7
b90,c38
b32,c65
b85,c62
b70,c23
b91,c63
b18,c9
b50,c78
b40,c1
b35,c18
b43,c50
b10,c20
b69,c69
b49,c89
b59,c3
b86,c98
b67,c68
b3,c40
b58,c62
b2,c62
b19,c13
b40,c59
b14,c97
b89,c90
b33,c38
b19,c65
b60,c69
b19,c60
b8,c55
b40,c75
b7,c64
b23,c71
b80,c27
b62,c72
b46,c12
b22,c11
b15,c52
b45,c6
b90,c87
b32,c42
b95,c16
b13,c43
b69,c18
b42,c73
b95,c20
b57,c50
b14,c30
b17,c78
b2,c30
b86,c26
b21,c2
b50,c83
b1,c37
b86,c23
b74,c19
b8,c14
b59,c5
b24,c21
b28,c19
b60,c74
b15,c63
b55,c20
b20,c73
b43,c36
b0,c71
b79,c14
b68,c1
b69,c5
b27,c2
b27,c98
b54,c25
b86,c55
b3,c0
b8,c69
b82,c71
b89,c14
b78,c74
b89,c44
b7,c11
b78,c50
b41,c70
b17,c63
b49,c59
b53,c96
b49,c85
b34,c97
b35,c1
b13,c38
b45,c15
b61,c63
b42,c16
b6,c24
b33,c83
b76,c63
b39,c67
b26,c93
b0,c24
b69,c1
b42,c35
b39,c31
b23,c69
b36,c75
b42,c48
b82,c58
b7,c71
b62,c30
b13,c88
b48,c68
b32,c64
b39,c39
b10,c94
b24,c57
b14,c81
b44,c25
b41,c3
b70,c21
b99,c40
b61,c69
b33,c18
b92,c47
b66,c14
b97,c89
b73,c88
b13,c19
b86,c57
b37,c78
b93,c19
b63,c38
b9,c4
b18,c62
b73,c10
b11,c74
b50,c28
b41,c37
b41,c9
b90,c7
b96,c38
b58,c75
b37,c82
b79,c41
b28,c58
b24,c86
b7,c4
b62,c58
b86,c27
b2,c28
b46,c74
b30,c28
b68,c72
b47,c9
b64,c86
b18,c63
b69,c40
b11,c83
b81,c54
b33,c26
b52,c56
b91,c18
b40,c91
b64,c53
b3,c8
b18,c54
b35,c21
b4,c61
b97,c83
b7,c50
b38,c96
b80,c49
b31,c10
b91,c67
b79,c67
b26,c91
b92,c51
b90,c53
b33,c88
b59,c88
b58,c17
b14,c45
b10,c33
b87,c95
b13,c92
b14,c13
b71,c67
b54,c38
b84,c31
b41,c64
b79,c75
b14,c42
b67,c21
b29,c81
b72,c95
b60,c92
b9,c1
b67,c32
b92,c62
b6,c93
b86,c87
b30,c38
b45,c12
b32,c31
b63,c29
b46,c2
b98,c90
b48,c51
b53,c32
b40,c55
b36,c51
b97,c25
b50,c42
b48,c16
b5,c83
b9,c30
b63,c72
b12,c19
b40,c86
b49,c14
b41,c57
b65,c37
b96,c93
b74,c41
b21,c26
b9,c20
b5,c74
b60,c5
b76,c11
b97,c37
b70,c89
b93,c22
b71,c27
b69,c64
b28,c77
b85,c25
b63,c75
b46,c54
b41,c48
b32,c69
b54,c89
b76,c18
b65,c19
b77,c47
b47,c78
b81,c39
b30,c23
b15,c99
b22,c49
b49,c47
b21,c75
b56,c44
b1,c12
b24,c8
b29,c19
b29,c18
b56,c54
b46,c70
b97,c40
b26,c31
b71,c52
b99,c80
b45,c58
b81,c3
b30,c35
b29,c42
b87,c58
b22,c50
b75,c78
b19,c9
b14,c98
b3,c17
b18,c7
b46,c36
b33,c95
b30,c96
b9,c85
b76,c19
b15,c65
b55,c82
b69,c70
b19,c1
b99,c79
b49,c23
b96,c41
b46,c31
b94,c77
b65,c99
b91,c82
b74,c39
b98,c83
b19,c26
b4,c70
b58,c82
b16,c63
b78,c48
b30,c32
b30,c19
b1,c14
b33,c67
b57,c5
b41,c76
b71,c71
b30,c2
b95,c41
b13,c8
b78,c66
b9,c16
b6,c45
b13,c94
b0,c16
b25,c96
b48,c99
b15,c62
b67,c26
b0,c46
b3,c93
b56,c28
b31,c66
b52,c29
b30,c33
b50,c0
b5,c10
b42,c2
b58,c69
b34,c22
b10,c92
b10,c14
b32,c9
b76,c86
b29,c2
b89,c55
b62,c7
b31,c47
b65,c81
b0,c68
b91,c34
b40,c97
b4,c3
b9,c48
b98,c58
b16,c27
b25,c3
b58,c9
b42,c94
b42,c63
b59,c97
b2,c99
b83,c25
b48,c30
b99,c86
b31,c5
b7,c40
b59,c26
